Life_Expectancy,Population,Smoking_2021,Country,1990,Relative Change,2021,Absolute Change,Age,Cigarettes_Per_Day,Current Male,Former Male,Current Female,Former Female,Total Change (Female),Due to Ageing (Female),Due to Prevalence Changes (Female),Due to Population Growth (Female),Female Morbidity,Male Morbidity
71.6469782743714,19370619.0,21.8,Chile,13.4,-0.49,6.8,-6.6,20,5,9,31,19,22,-9.487061510187845,-0.26110151015385075,-3.5387552163030604,0.17130867085759838,104203.56898227707,203426.9923859368
66.37464974900638,38171901.0,42.7,Canada,13.7,-0.64,5.0,-8.7,39,18,16,6,6,10,-5.074646192857108,-4.294004682314076,-3.5259138082661656,-0.983008842785581,217402.8141343794,248384.35055720774
75.8380037615629,47679482.0,41.3,Spain,17.1,-0.58,7.1,-10.0,70,11,15,16,34,28,-5.5789296532028,-1.182420781658939,-3.2272589558569633,0.5220119658991107,292667.00694846764,71399.88820569208
75.43499102789342,13070170.0,17.0,Benin,5.9,-0.61,2.3,-3.6,19,6,34,8,25,14,-6.655988210112513,-4.45658730312654,-2.1770295935483923,0.4260285837234816,93928.81145920645,95864.47118971626
80.83609653905471,1483081.0,69.4,Bahrain,11.8,-0.34,7.8,-4.0,41,9,19,8,6,24,-6.054276846810762,-0.09371211304361537,-3.738386278681274,-0.2674272275869556,199279.15500387584,239600.9182585508
61.49443541337804,50629997.0,19.4,Colombia,7.9,-0.61,3.1,-4.8,61,18,31,22,26,19,-4.70059413069767,-3.091917504454325,-0.4235502981036303,-0.8941281288623635,156046.26393649407,55496.6305098309
71.0473529863813,65905273.0,38.1,France,14.3,-0.53,6.8,-7.5,47,6,7,19,7,9,-8.38632641611617,-1.1238273055047197,-3.6715721756686825,0.5098650795701007,161672.18043616624,254219.4964734457
52.51453015042473,5831530.0,71.0,Denmark,21.0,-0.75,5.3,-15.7,55,2,5,23,10,24,-4.280041217164072,-3.287044585944341,-0.5209213421990269,0.9103503209562649,113536.8200319536,53487.25467297786
57.426596995711556,5069893.0,39.0,New Zealand,12.7,-0.62,4.8,-7.9,19,12,24,17,19,7,-1.9456767070001373,-1.8616556142059566,-4.482624681767077,-0.5196968079559716,256283.71891535478,214279.70976531834
78.84100836559179,83628711.0,48.6,Germany,19.9,-0.68,6.4,-13.5,77,12,33,23,31,9,-2.3983907020984097,-4.039919576299816,-1.7171864880017385,-0.3529507725259242,171313.90103681028,141273.48005795147
60.49316208594673,71641484.0,52.7,Thailand,13.5,0.18,15.9,2.4,38,17,20,21,14,34,-8.461000953062264,-4.269894903515187,-0.46507240780878156,-0.6323742210363701,185851.46304956602,202873.7131797998
61.590912019521454,630597.0,42.1,Luxembourg,17.8,-0.75,4.4,-13.4,50,19,6,10,13,29,-8.507505302585262,-0.3096793021593438,-4.156252808008852,0.15387224668967936,126190.22819933144,224007.85174727842
69.9172192544995,4293258.0,18.9,Panama,4.7,-0.43,2.7,-2.0,29,7,6,20,5,12,-7.318256322550867,-0.4117636104778324,-0.1583651995037254,-0.6903172107050901,95452.11641673744,135618.80479657603
76.9476103084654,5034323.0,24.8,Costa Rica,5.5,-0.23,4.2,-1.3,75,8,7,28,20,12,-6.3892527365896274,-0.5626552989355886,-2.7355831979224416,-0.2876121130772411,71477.59705070512,76990.61202770889
59.39173204165904,53016525.0,108.8,Myanmar,36.1,-0.64,13.0,-23.1,39,6,12,16,10,12,-5.915444185915174,-1.8728327491670327,-0.2714244577948772,0.3940260278685259,228529.78523122898,67411.4669370664
35.19191171239916,10550130.0,63.6,Czechia,35.6,-0.7,10.7,-24.9,78,0,28,23,13,16,-3.2030278316665477,-0.9586589439186088,-1.6158997818497651,0.12023196601869679,99058.5704219639,197234.00564063695
61.29776757856489,502127.0,56.0,Maldives,20.6,-0.64,7.4,-13.2,61,2,32,9,31,28,-9.433195678341646,-4.654815315443125,-3.4920656506322425,-0.22707487134412951,222518.83854719944,180163.83843352788
82.05628077952838,1329674.0,46.8,Estonia,33.7,-0.73,9.1,-24.6,42,12,19,21,8,27,-9.653272957739336,-3.3260547905466042,-4.058487375414468,-0.1595007963849162,147594.11151173845,235550.25228028314
73.43135051016874,5529617.0,30.5,Finland,18.9,-0.75,4.7,-14.2,66,16,11,30,31,12,-6.08089437056091,-3.431484376214219,-3.481324768874503,0.124221765246459,153943.70024741287,177433.8775009843
83.23874803787213,60562374.0,54.0,South Africa,34.8,-0.56,15.3,-19.5,44,0,10,27,32,15,-3.0283630786201954,-1.8217733902369337,-4.534912953686625,-0.9882705442256774,167294.3740231929,155611.4475077198
58.681838578673045,17357331.0,21.3,Guatemala,7.9,-0.55,3.6,-4.3,76,5,13,30,6,18,-8.065646570435174,-3.2202111326467975,-4.280660168283351,-0.8429802630927803,141927.1270318858,149521.79455905771
53.60603732335944,59912763.0,37.0,Italy,13.5,-0.6,5.3,-8.1,80,20,24,33,33,12,-3.584955187437483,-4.257466091781596,-4.476697798267594,0.7625161355260233,75154.99430564752,56611.72564941687
74.6254855264754,8640582.0,35.8,Switzerland,13.1,-0.74,3.4,-9.7,59,5,32,5,8,33,-7.401718620597006,-2.0176646229322817,-2.8852822812922114,-0.8442420218174185,127407.95250071144,133889.30042416428
72.40022737685047,126304536.0,33.6,Japan,11.7,-0.48,6.1,-5.6,45,11,5,32,5,34,-1.139138911864837,-0.9280803966545923,-1.022108118712068,0.4136071924210103,215933.5901734846,294005.03938112356
73.05554320377259,51858480.0,43.9,South Korea,18.2,-0.7,5.6,-12.7,77,12,12,31,23,28,-1.043100557333835,-3.089382527700134,-4.2930822289182995,0.8400763282181052,216446.10036721773,268388.89405677223
79.32996642650568,10865231.0,52.7,Jordan,12.5,-0.31,8.6,-3.9,33,12,27,29,30,32,-7.027127957186735,-4.338656424507591,-4.3483978341383205,-0.4586327913965378,121556.07680999859,132344.51675855444
74.2168492391226,17636732.0,55.2,Netherlands,15.8,-0.71,4.6,-11.3,32,14,27,28,29,14,-7.700062460367595,-4.016559013435884,-1.7828552524133463,-0.2590171258809715,165025.656639422,196948.85126659303
74.05617593140379,38171005.0,71.3,Poland,42.1,-0.71,12.1,-30.0,79,20,7,27,14,11,-5.886960279337687,-3.81258347415308,-4.014085090159669,0.13784281168943258,98361.80700298437,261824.1863838735
77.1500701380114,3953957.0,82.1,Croatia,29.8,-0.6,12.0,-17.9,79,15,8,14,25,32,-7.594684148198513,-3.500512035027319,-4.511949809455042,0.7634179392771694,102593.02038245894,160318.58418751718
75.02416632187027,77398.0,42.0,Andorra,11.5,-0.35,7.4,-4.1,64,20,30,19,19,21,-3.276161567082964,-1.7860246474684542,-4.1657571089721115,0.8838111745208403,55761.77210165185,54489.46593753774
78.57445931717406,6933654.0,91.3,Bulgaria,52.4,-0.28,37.5,-14.8,79,10,29,27,31,8,-1.7393531545171452,-1.9952725773114048,-0.3813430206161197,0.4791264962225361,274186.63747693616,68627.61545466002
80.08520824778581,1283230.0,55.0,Mauritius,20.3,-0.23,15.7,-4.6,68,4,19,25,26,33,-3.26907869088783,-1.5196006921648042,-0.8926437361190462,-0.8267604782906119,102676.66626872655,177598.18033717666
85.31688801240915,7912558.0,31.0,Sierra Leone,11.6,-0.44,6.5,-5.1,61,3,10,25,23,17,-1.7564955275065053,-3.187490077342434,-3.2296771882245294,0.3383083110697016,106883.46923411582,292359.8439189696
63.50808675096321,86091691.0,76.8,Turkey,25.6,-0.52,12.3,-13.3,72,2,19,15,20,8,-6.030078377925259,-0.8800117406001089,-1.7208961633630357,-0.17939255625467587,119900.35816128296,223302.38555471695
74.80562107410748,10353680.0,35.9,Sweden,10.6,-0.76,2.5,-8.1,69,18,25,17,25,9,-8.436830292911392,-3.9795616942211987,-2.3136216316598097,-0.05859800101787682,81852.01792385726,67729.04785964238
66.29676631402704,4522503.0,28.8,Oman,9.4,-0.52,4.5,-4.9,74,19,7,9,31,30,-2.6204905260240787,-2.6547962624092305,-1.6143786825871804,-0.9017032193096459,209815.7207953407,97340.2189479657
61.66441012720733,9749460.0,82.4,Hungary,54.7,-0.7,16.3,-38.4,20,17,29,5,28,26,-6.395254948584461,-0.9953063922928482,-1.5866442376862033,-0.6178757213072836,68785.73829439664,242830.7858042125
63.104596789196336,213996186.0,10.6,Nigeria,3.8,-0.52,1.8,-2.0,54,14,25,28,26,8,-3.287291747708675,-4.099206761336903,-1.8563299247000353,0.5810272150672955,83550.60658158758,260359.93998906118
74.94955517561526,5455028.0,62.7,Slovakia,33.5,-0.61,12.9,-20.6,68,8,25,16,8,22,-7.293560580182343,-4.450684431296085,-3.669493157313457,-0.09208233390428044,211189.18164752322,204423.6465471477
74.18252554786001,8669722.0,47.2,Togo,9.9,-0.22,7.7,-2.2,24,16,18,15,6,10,-9.187703651933273,-0.5815801615600513,-4.804967896185909,-0.3966755167377023,134915.15512036067,211105.79240745414
74.00412029238437,19392469.0,73.2,Romania,33.6,-0.27,24.5,-9.1,38,13,24,21,34,28,-0.0741820451223667,-3.2853516862040206,-2.722166090049456,-0.23196185207008369,226986.95667529726,57084.36259584616
67.74286352430667,2365895.0,69.0,Botswana,25.7,-0.48,13.4,-12.3,26,14,18,8,29,28,-8.437984920694007,-1.5806493754548399,-0.5451305765464811,0.7087990266513604,189356.18616753552,257132.56489537712
70.0341475117841,1302250.0,52.3,Cyprus,10.9,-0.37,6.9,-4.0,56,0,8,19,17,27,-0.11579006036518891,-4.873256978680308,-2.1525137074071203,0.4979980348099138,114005.29326537826,247068.80204270742
78.1775269587605,1901119.0,63.8,Latvia,37.7,-0.53,17.9,-19.8,35,20,16,29,32,26,-0.2272006743355277,-1.5497655579527518,-0.8380447914904607,-0.45536920563783445,212706.987622332,114758.78602583679
55.106069403506936,2102419.0,38.6,Slovenia,19.0,-0.64,6.9,-12.2,21,2,21,34,5,6,-2.061818960919604,-3.4194934422651473,-0.04187828519385928,-0.7649963195752534,79068.42007322016,227169.17999137673
70.24642098428585,2795766.0,65.0,Lithuania,32.8,-0.44,18.3,-14.6,42,15,11,13,21,27,-3.4057703791800247,-4.721295732062791,-4.181918979308619,-0.4960035567118566,184102.5957700076,103713.65160624952
70.8995614812679,802172.0,39.4,Comoros,11.4,-0.4,6.8,-4.6,77,10,13,25,17,15,-4.221929497489153,-1.950936192259415,-1.5411118042900886,0.8415129021094674,159287.02626125867,60082.54026287825
77.5330426907765,11816300.0,29.1,Bolivia,9.6,-0.64,3.5,-6.1,31,11,7,24,8,32,-1.3389845462216527,-3.795980919634134,-1.6285321314998766,0.1631776756995107,116968.3957043602,100284.13564759432
56.49751588057175,807487.0,38.0,Guyana,15.9,-0.27,11.6,-4.3,67,9,32,23,11,18,-7.105604783805121,-3.0659637897406,-0.1002227632086079,0.06696041748956572,201001.24943487503,94657.21918857488
84.95133745517411,339436157.0,57.6,United States,18.0,-0.57,7.8,-10.2,75,15,17,23,21,34,-5.32318787515123,-4.597095938567432,-0.07199633023599805,0.19278719938492306,267833.39808507066,134436.99918371183
72.1363042442851,2515744.0,37.2,Gambia,13.8,-0.44,7.7,-6.1,26,7,19,16,13,9,-3.806100306334981,-4.2641837445252735,-1.5666069413793524,-0.2679434685069695,299726.1749407692,154612.37429386453
72.66580546694937,95989999.0,27.5,Democratic Republic of Congo,9.0,-0.25,6.7,-2.3,43,5,22,9,8,10,-5.8880952413050895,-3.5101138225207813,-3.7819260400890284,0.6142140406390255,201940.6921858561,177134.72287442698
65.98620242667774,60972801.0,44.1,Tanzania,13.9,-0.42,8.0,-5.8,70,11,23,14,23,14,-5.72513545909732,-4.551202497199214,-1.0072208093470048,0.04657249860049961,151176.46858229255,169188.46887708205
75.38022354796844,44680009.0,81.4,Ukraine,31.2,0.01,31.6,0.3,19,20,5,21,5,12,-6.697153324979156,-0.44586867656842344,-4.46485432894481,-0.7665041944624089,106301.7750540504,117668.65149132234
70.47954050283106,166298024.0,81.2,Bangladesh,21.0,-0.44,11.7,-9.3,37,7,10,9,14,18,-4.35768183315464,-4.969764784080108,-1.0965034791418566,-0.7418697503418741,114274.02234877794,57292.667143518614
82.08981944106466,36584208.0,42.1,Morocco,15.5,-0.5,7.8,-7.7,45,3,31,26,8,28,-1.4942547198488398,-2.580698905678443,-0.4490193792765176,0.07371829300523669,169863.7445374414,201275.40555928767
55.58505751936384,52217327.0,34.3,Kenya,8.6,-0.26,6.3,-2.2,64,7,31,20,13,7,-7.984716219936871,-4.383762709337243,-3.0858330261578235,0.8731404361416784,141819.4253201773,148936.2074618386
71.75545829890508,13065839.0,80.4,Rwanda,19.7,-0.67,6.5,-13.2,77,17,27,11,17,16,-0.6556696124655854,-3.4616045526102575,-1.8468235250845977,-0.3832957566476025,278453.6306562361,124668.03934688742
74.08512348377427,4600135.0,21.4,Mauritania,12.7,-0.62,4.8,-7.9,24,4,31,32,18,20,-3.1091234625177036,-0.369702200908673,-2.8492863395158685,0.7390823377184366,142073.86691392737,266735.2607076281
68.13627605636908,44457149.0,29.0,Uganda,6.6,-0.36,4.2,-2.4,61,8,31,13,14,32,-1.7672678731996978,-4.191527233630065,-2.8111747250593577,0.5281911731577587,143361.14778635887,236685.82694953994
65.95334176692954,28966582.0,120.5,Nepal,26.7,-0.71,7.8,-18.9,78,3,6,7,10,34,-4.438093073699884,-0.17083840140833662,-3.4481455544593995,-0.5043751141861863,145883.62810849425,264441.3870931106
66.37042721031293,33889555.0,71.9,Malaysia,14.1,-0.03,13.6,-0.4,25,16,28,19,20,27,-2.2048329857593654,-3.971028115052891,-1.1893518977483768,-0.9273185033675151,259155.05259191451,173745.69867811527
71.74639269367827,45191960.0,47.7,Argentina,23.1,-0.64,8.4,-14.8,64,8,18,20,10,21,-9.837996026605328,-1.2921694576658522,-0.31911717916747406,-0.7963054697152345,212697.08021172546,82732.81303169437
51.90041099019294,914970.0,87.9,Fiji,35.1,-0.22,27.4,-7.8,52,0,10,22,21,5,-1.8161957522046475,-2.266613675513441,-0.29624570382769466,0.4569878676948804,203542.21257972316,224055.3590303181
79.6501496106323,28915452.0,31.1,Cote d'Ivoire,10.4,-0.37,6.5,-3.8,31,20,18,18,14,27,-9.598611409146335,-0.577606362016204,-4.1260935756253305,-0.6006605239187066,133535.75559596554,101518.4449842938
65.1986813230415,5149471.0,20.4,Liberia,5.8,-0.2,4.6,-1.2,34,19,8,7,22,14,-1.1008662363713757,-2.2300337224843454,-0.6262817517171699,-0.2574581589892124,254476.04420810984,160307.41727292922
71.27802697366782,1426106083.0,116.7,China,18.8,-0.12,16.5,-2.2,53,12,25,16,31,29,-0.08037252761356761,-2.3272039042184565,-1.312842792864389,0.0033983320128496697,59590.965338925285,66250.19723722212
73.67102266788068,6949915.0,67.9,Turkmenistan,21.9,-0.04,21.1,-0.8,67,15,12,13,26,27,-7.059325378232222,-4.022709998158001,-3.7358129965485536,0.45093633690032564,267699.2930845283,256327.1006057456
64.74194612687043,3291277.0,30.8,Eritrea,23.9,-0.47,12.6,-11.3,57,12,34,32,22,14,-7.896814437142064,-4.168853189741706,-4.6635769353924275,-0.7735375534817492,178187.4749484824,81485.16026187515
68.68961593001004,2728763.0,73.1,Namibia,12.0,-0.32,8.1,-3.9,21,13,7,11,7,25,-2.3463663614195926,-0.41755424442242894,-3.66001366557811,-0.18726718944507703,149562.5587158532,275774.3767623274
49.64759759374496,10699370.0,74.4,Greece,19.2,-0.25,14.5,-4.7,19,2,23,13,24,28,-7.469736590797468,-3.3608090057498297,-0.43895881609237186,-0.029854181714609185,174291.82017942143,266057.6505653893
77.32123607333072,26210566.0,24.6,Cameroon,8.5,-0.42,4.9,-3.5,79,5,34,17,31,6,-1.3443761682779645,-3.1395887251855203,-1.8341066255211387,0.08165412794307936,216853.88263345778,166145.69110981154
80.80069000322165,8921402.0,43.4,Austria,15.6,-0.64,5.7,-10.0,23,17,18,22,25,13,-8.971574078425233,-1.2008817078580583,-1.3947266955106405,0.6367212827904334,53191.35662947434,236092.05107599768
52.99006448061246,19059395.0,45.1,Zambia,8.3,-0.38,5.2,-3.1,71,18,31,9,29,26,-8.740448036206418,-3.3058825878859635,-3.7142382444545206,-0.6566436099135662,267887.9641145619,204861.2684545383
65.93507123303738,1192733.0,52.1,Eswatini,9.5,0.0,9.6,0.0,59,4,24,17,32,17,-0.20848444899384333,-0.2396877668049866,-1.4030592221258988,0.6156629036532446,161684.8813278482,250768.9105844362
57.701306217591856,11176349.0,67.2,Cuba,16.6,-0.37,10.5,-6.1,21,14,21,8,19,29,-3.2616110172999537,-1.3103611550059986,-4.859392468610381,0.3857568553933044,135741.62992501954,157951.275196478
68.22259678512594,16789215.0,23.4,Senegal,11.2,-0.55,5.0,-6.2,71,1,29,6,19,20,-1.5311277557104717,-2.0128537871329,-3.123393271134931,0.11174162839791868,84561.39140851428,246452.1210610875
76.4863633472096,120299.0,68.9,Seychelles,19.9,-0.17,16.5,-3.4,46,9,12,20,8,22,-6.75670622648482,-0.5955241972762373,-1.8662332572883438,0.39905574080514383,159866.34358961054,165614.20426628698
79.87308899256625,281705.0,20.1,Barbados,6.3,-0.42,3.6,-2.7,80,17,28,13,33,23,-3.235162504793956,-4.751970458252586,-4.269517172293399,-0.17596452209668723,174080.6928210947,285241.44696069846
81.21853189426848,6907817.0,91.0,Serbia,30.4,-0.44,17.1,-13.3,35,12,18,13,31,16,-4.057581726914028,-3.7146865390539565,-0.8849821277653263,-0.7232048280637509,150911.67362336945,171593.0252062869
83.10543824692213,235001743.0,91.1,Pakistan,17.8,-0.34,11.8,-6.0,43,4,30,10,13,12,-3.96849879877053,-2.67481832889545,-3.824843505940407,0.33153048053073464,219665.02345672427,165654.81798343238
67.77587221544434,112081271.0,90.9,Philippines,28.0,-0.26,20.7,-7.3,61,0,10,15,31,21,-3.174675404622784,-3.8651073026423948,-1.7385944359077685,0.04934461337124452,155224.1321898065,246267.96539087818
58.530413712665606,298868.0,90.6,Vanuatu,28.5,-0.02,27.8,-0.7,51,0,27,26,30,19,-4.246408268709015,-1.2804740634892404,-2.9740142871233517,0.278749601085551,290354.3944616433,255394.42294020948
68.85409699692032,3069135.0,78.7,Moldova,26.8,-0.01,26.5,-0.3,27,17,26,28,23,14,-5.709376306973341,-0.40395984473137414,-2.019782022611764,-0.32400243794301997,199819.37945589796,188622.27858029268
76.33267502303576,11243847.0,31.2,Haiti,16.1,-0.56,7.1,-8.9,79,14,20,26,28,19,-7.240773056194532,-2.8811494003453832,-4.462747236855459,0.8137331546796718,251869.48391297724,94949.45337376885
57.72740219079142,44042093.0,61.5,Algeria,10.3,-0.26,7.6,-2.7,53,16,29,5,32,19,-2.31418669086798,-3.2893369994405255,-4.9154360003919635,0.17473973715115387,77338.97577736972,166939.5577393949
86.60136953448242,11665.0,191.7,Nauru,77.0,-0.08,71.1,-5.8,31,10,23,8,21,27,-7.737275699968138,-0.1922463393121685,-0.45217786309849384,-0.8291950314182523,149322.82323647643,292018.1257274196
78.97888538760341,32838576.0,17.1,Peru,5.4,-0.3,3.7,-1.6,48,20,18,17,15,11,-3.076456938455858,-2.7757378358622957,-3.651849956164086,-0.10039201859114266,134211.9253617882,238246.54825979628
67.93432831568671,17817.0,94.6,Palau,27.9,0.48,41.2,13.3,65,16,23,27,29,17,-7.666671773506733,-2.554757997753584,-0.9016149860977043,0.5127121094872686,192370.59703414794,252790.65096978305
62.89128069588759,26136313.0,105.5,North Korea,25.8,0.12,28.8,3.0,32,12,7,17,13,21,-3.746698300455461,-3.241750638290473,-0.0032484976389994813,0.5882691234645447,265278.3800153564,58206.374704810034
63.30878918887357,11974058.0,72.2,Tunisia,10.3,0.11,11.5,1.2,25,0,14,17,14,13,-2.529217328709711,-0.4522576349393077,-3.942843710005444,-0.01080589447248248,69584.55444050167,166964.86565854
70.74206213800156,10423.0,123.5,Tuvalu,51.1,-0.2,40.8,-10.3,31,1,23,6,22,12,-7.812861110934608,-2.155222583590746,-3.674146294083222,0.7894951416626022,68143.69951117769,211655.28341438883
67.70597397269648,2871951.0,94.7,Albania,9.7,0.05,10.2,0.5,40,8,13,13,24,24,-9.400566991386917,-1.1891270640917768,-1.6857010618266717,-0.4646631256114049,262579.42703939974,257508.17090701868
79.50502755282625,23717614.0,16.2,Niger,5.2,-0.53,2.4,-2.8,77,2,32,28,17,30,-8.690262570058259,-0.9409664082455684,-0.17275682699689376,-0.17880260552346683,103212.52150958937,62318.41339569287
66.57024171697371,744507.0,157.4,Solomon Islands,33.5,0.23,41.3,7.8,74,0,24,12,12,31,-3.9400303272897457,-3.2907547904137093,-0.4209282590462804,0.7971938211379401,217188.31361245344,263109.7214104683
75.05501810611491,211958.0,108.9,Samoa,21.3,0.31,27.8,6.5,79,20,17,11,11,25,-1.5055359377426445,-2.8315283433981,-2.4856223996720757,0.7925134329431578,185719.5330902013,187100.23418547792
69.7107511582513,98079196.0,88.1,Vietnam,12.7,0.21,15.4,2.6,57,15,11,8,21,22,-9.550031787645757,-0.757641127968677,-1.0244485873663765,0.3714255376493618,258223.39872180737,99328.49264401497
72.6966935739707,1402617692.0,76.8,India,20.3,-0.53,9.5,-10.8,38,5,18,22,25,17,-2.658487409583538,-3.1837232416209487,-4.321270734500494,0.7179610942444403,81272.22745910089,129313.804112425
67.69943564403617,3398967.0,64.1,Uruguay,22.9,-0.49,11.8,-11.1,33,16,13,7,27,20,-6.586813540499479,-1.0303243327407436,-0.11280907897993853,-0.8224534660875347,82445.74143065282,120482.38793789019
77.07715541249621,7346533.0,126.6,Laos,35.9,-0.47,19.1,-16.8,62,4,31,32,19,13,-5.214716300804775,-0.29503838712781416,-0.1782338298200674,0.7299899524155526,189204.5900695769,182714.75857211894
77.22540080290077,6603742.0,61.9,Paraguay,10.2,-0.37,6.4,-3.8,35,4,32,10,24,16,-0.7114045015443438,-1.8839481346599651,-4.181355210604146,-0.3587601868995465,286594.66333959275,62921.419977782956
74.59929025822144,19482117.0,68.2,Kazakhstan,30.1,-0.49,15.4,-14.7,64,5,27,16,19,16,-6.6802849526415455,-1.2918635627405557,-3.502884375984467,-0.6433369751435674,153749.43959268858,89634.03962498088
76.07514327149505,30991205.0,43.0,Saudi Arabia,10.7,0.6,17.0,6.4,70,2,29,16,5,10,-5.34663066060514,-0.9745134397943254,-4.499225012466165,-0.5212603273159073,131735.52506367373,253173.2608439456
60.556312224569474,9815741.0,90.6,Papua New Guinea,25.2,-0.07,23.4,-1.8,41,20,32,25,29,23,-9.863175852393189,-0.774801755516787,-3.6414120055091015,-0.16406298397222585,201672.33079947144,83150.99768670276
73.2324576290898,514684.0,22.0,Cape Verde,5.7,-0.3,4.0,-1.7,43,4,23,32,18,32,-9.184012799951617,-3.0247333107160204,-0.9202210529239672,-0.49761599079106555,282612.15013625775,108349.06736453174
82.49201767487534,21478692.0,17.9,Burkina Faso,6.4,-0.32,4.3,-2.1,42,20,19,12,9,11,-7.41408408865216,-4.743682704120009,-3.1084219641737025,-0.3588648279670019,259231.95821115593,163342.65140103933
74.91404567019498,5702401.0,78.0,Lebanon,23.2,-0.55,10.5,-12.7,77,4,24,26,15,29,-9.721477591789256,-2.9906186438163025,-4.558015164266208,-0.7300430278567158,298870.902683305,179280.22202833262
59.69282497198477,395874.0,28.8,Bahamas,8.5,-0.17,7.1,-1.4,77,9,18,26,20,7,-3.6862467395174905,-1.6312188510795513,-3.288872376105477,-0.40764646888200295,55642.14580059427,240902.61990353966
69.50233490350915,87723446.0,38.1,Iran,8.5,-0.02,8.3,-0.2,77,9,28,5,6,20,-5.736016431983774,-2.748248071096036,-0.09308332879359948,0.14456762908400234,78214.53617819055,161833.10666654696
